0, 1
50688, 0
50689, 1
50690, 2
50691, 3
50692, 0
50693, 1
50694, 2
50695, 3
50696, 0
50697, 1
50698, 2
50699, 3
50700, 0
50701, 1
50702, 2
50703, 3
