1,2.1175,158.34
2,1.7395,162.8
3,2.9135,27.198
4,4.014,130.1
5,4.5339,140.06
6,4.5392,170.26
7,5.4276,19.579
8,4.8118,52.88
9,4.558,62.655
10,4.6573,72.377
11,4.6609,82.568
12,5.0976,112.94
13,5.1121,123.15
14,5.8845,44.704
15,6.1039,148.47
16,5.9341,155.38
17,7.3956,13.371
18,7.0308,162.84
19,8.7238,26.532
20,9.0473,33.43
21,9.3207,169.39
22,9.5787,21.28
23,9.7382,158.43
24,11.17,165.6
25,11.904,17.002
26,12.244,62.943
27,12.319,73
28,12.599,82.511
29,12.624,92.766
30,12.641,102.3
31,12.5,112.56
32,12.659,122.28
33,13.084,132.65
34,13.084,172.1
35,13.507,11.22
36,14.616,42.512
37,14.616,52.594
38,14.659,150.56
39,15.552,165.25
40,15.687,27.215
41,16.224,34.293
42,15.472,142.74
43,16.738,159.06
44,17.836,5.4503
45,18.16,13.55
46,17.968,18.603
47,18.554,172.31
48,18.913,23.418
49,18.353,167.67
50,21.132,9.5012
51,22.304,3.0493
52,21.744,53.321
53,22.225,62.932
54,22.488,72.702
55,22.507,122.54
56,22.534,142.42
57,22.498,149.51
58,22.706,82.795
59,22.721,92.362
60,22.695,102.57
61,22.719,112.34
62,22.534,132.38
63,23.439,165.3
64,24.678,32.505
65,24.526,42.431
66,25.034,160.94
67,25.481,152.49
68,26.604,16.815
69,26.815,24.104
70,27.003,68.224
71,27.529,169.47
72,26.838,174.35
73,28.357,5.7867
74,27.781,10.541
75,31.501,50.407
76,31.405,61.922
77,31.392,70.746
78,31.526,83.396
79,31.443,91.494
80,31.435,103.49
81,31.387,111.55
82,31.395,123.8
83,31.417,131.65
84,31.465,143.49
85,32.423,152.27
86,33.581,31.578
87,32.599,43.617
88,33.328,173.82
89,33.971,25.025
90,34.424,168.45
91,34.918,160.97
92,36.155,15.894
93,36,49
94,36.579,8.8561
95,37.309,177.61
96,41.576,159.72
97,42.533,152.33
98,43.635,144.37
99,45.024,22.308
100,45.441,171.4
101,44.573,176.66
102,45.621,2.9659
103,45.875,8.0427
104,45.839,14.074
105,45.401,31.564
106,51.506,145.39
107,52.188,152.17
108,52.206,170.27
109,52.03,176.04
110,53.565,31.506
111,52.615,162.47
112,54.502,14.718
113,54.546,22.452
114,56.631,5.6486
115,62.364,162.45
116,62.419,170.36
117,62.555,152.59
118,64.431,6.4177
119,64.456,14.471
120,63.407,145.4
121,64.695,22.565
122,65.48,31.408
123,72.362,144.53
124,72.138,154.81
125,72.525,162.44
126,72.491,170.52
127,73.563,31.51
128,74.434,6.203
129,74.366,22.413
130,73.634,135.54
131,74.562,14.521
132,82.05,144.84
133,82.234,154.74
134,82.287,162.56
135,82.908,135.64
136,82.566,170.46
137,84.382,22.313
138,85.198,8.5421
139,84.494,14.52
140,85.52,31.484
141,85.814,1.6833
142,91.973,13.666
143,92.15,145.7
144,92.15,153.12
145,93.106,2.8833
146,92.809,8.1531
147,93.587,31.602
148,92.532,162.5
149,92.696,170.13
150,95.445,17.276
151,94.93,25.182
152,99.494,171.58
153,100.85,176.42
154,102.2,8.5147
155,102.38,16.302
156,102.06,162.18
157,102.63,152.53
158,103.97,145.59
159,104.78,24.792
160,105.44,31.598
161,105.52,43.537
162,105.53,133.5
163,105.5,51.534
164,105.53,63.468
165,105.58,71.529
166,105.59,83.476
167,105.62,91.56
168,105.65,105.08
169,105.47,113.51
170,105.4,125.45
171,107.66,177.26
172,111.19,5.2259
173,111.06,9.9077
174,110.63,168.44
175,111.89,16.592
176,111.83,24.074
177,112.03,144.32
178,112.31,152.32
179,111.52,173.66
180,113.1,159.76
181,114.25,42.616
182,114.54,52.506
183,114.31,62.602
184,114.13,72.326
185,114.03,82.62
186,113.99,92.126
187,114.27,104.89
188,114.29,114.53
189,114.38,124.68
190,114.18,133.97
191,115.25,35.172
192,116.01,4.141
193,116,176
194,117.71,169.19
195,117.81,178.55
196,118.96,7.7879
197,119.81,153.53
198,120.38,160.65
199,121.44,13.499
200,120.73,18.046
201,121.85,165.01
202,122.3,34.428
203,121.93,134.89
204,122.45,142.45
205,123.05,5.2948
206,122.9,26.968
207,124.05,52.288
208,124.42,62.437
209,124.34,72.516
210,124.29,82.215
211,124.15,92.211
212,124.34,103.52
213,124.34,114.88
214,124.33,124.08
215,123.49,150.14
216,124.19,173.65
217,125.33,45.296
218,124.72,131.95
219,125.77,11.494
220,126.03,167.31
221,127.07,171.41
222,128.67,20.207
223,128.65,158.67
224,129.18,15.736
225,129.86,143.28
226,131.46,29.004
227,130.64,150.41
228,131.65,2.6153
229,132.4,44.488
230,132.49,62.088
231,131.86,115.11
232,133.26,37.277
233,132.86,54.27
234,132.57,122.63
235,132.52,132.39
236,132.72,170.04
237,134.57,10.486
238,134.12,72.262
239,134.33,82.229
240,134.36,164.75
241,135.49,65.222
242,134.55,92.329
243,134.66,102.36
244,135.45,111.6
245,135.3,159.07
246,135.55,17.462
247,137.05,22.975
248,137.26,176.24
249,138.06,35.336
250,138.2,142.71
251,137.84,155.55
252,139.16,45.016
