1,3.275,9.6872
2,3.0364,20.992
3,2.8495,64.13
4,2.6993,127.08
5,3.713,47.378
6,3.6813,143.34
7,4.2695,150.64
8,5.366,32.459
9,4.7873,39.386
10,5.5231,157.19
11,6.5204,163.03
12,7.4384,24.436
13,9.4285,82.527
14,9.1571,91.326
15,9.1059,100.69
16,9.2288,109.37
17,9.3546,118.74
18,9.4327,14.262
19,9.7611,17.565
20,9.9232,64.793
21,9.583,73.27
22,9.8398,127.13
23,10.332,136.05
24,11.481,46.995
25,10.579,55.495
26,10.828,143.67
27,11.346,151.33
28,10.558,170.86
29,11.559,11.879
30,12.373,38.541
31,12.22,158.47
32,12.781,31.496
33,15.066,17.612
34,14.638,23.58
35,14.879,166.23
36,15.351,170.98
37,16.744,11.595
38,18.458,55.781
39,18.482,63.878
40,17.683,73.634
41,17.622,82.322
42,17.654,91.761
43,17.494,100.44
44,17.583,110.27
45,17.654,118.76
46,18.076,128.18
47,18.501,136.32
48,18.774,144.8
49,19.396,152.33
50,19.949,38.676
51,19.59,46.265
52,20.468,30.473
53,20.872,160.67
54,21.109,166.74
55,22.07,22.796
56,24.544,5.9571
57,23.848,15.198
58,23.827,174.22
59,24.886,9.1754
60,26.49,82.627
61,26.396,91.423
62,26.365,101.22
63,27.563,46.704
64,26.941,64.093
65,26.609,72.941
66,26.537,110.38
67,26.513,119.69
68,26.646,128.31
69,27.148,137.52
70,27.499,145.49
71,27.436,153.41
72,27.571,54.519
73,28.577,37.538
74,28.782,161.42
75,30.335,15.505
76,29.68,22.284
77,29.627,29.57
78,29.827,168.7
79,30.183,174.64
80,32.631,8.0977
81,34.01,3.8625
82,34.366,83.505
83,34.27,90.722
84,34.21,102.3
85,34.226,109.49
86,34.315,120.78
87,34.354,127.75
88,35.464,46.856
89,35.337,53.543
90,34.717,64.749
91,34.548,72.011
92,34.587,138.65
93,36.244,36.366
94,36.139,146.51
95,37.298,29.576
96,36.708,154.47
97,36.996,162.18
98,38.434,21.492
