PhoenixVersion,3.7.2
DQ_PD_median_per_region_100cm_WPSG_19,1
DQ_PD_median_per_region_100cm_WPSG_20,1
DQ_PD_median_per_region_100cm_WPSG_21,1
DQ_PD_median_per_region_100cm_WPSG_22,1
DQ_PD_median_per_region_100cm_WPSG_23,1
DQ_PD_median_per_region_100cm_WPSG_24,1
DQ_PD_median_per_region_100cm_WPSG_25,1
DQ_PD_median_per_region_100cm_WPSG_26,1
DQ_PD_median_per_region_100cm_WPSG_27,1
DQ_PD_median_per_region_100cm_WPSG_28,1
DQ_PD_median_per_region_100cm_WPSG_29,1
DQ_PD_median_per_region_100cm_WPSG_30,1
DQ_PD_median_per_region_100cm_WPSG_31,1
DQ_PD_median_per_region_100cm_WPSG_32,1
DQ_PD_median_per_region_100cm_WPSG_33,1
DQ_PD_median_per_region_100cm_WPSG_34,1
DQ_PD_median_per_region_100cm_WPSG_35,1
DQ_PD_median_per_region_100cm_WPSG_36,1
DQ_PD_95th_per_region_100cm_WPSG_01,1
DQ_PD_95th_per_region_100cm_WPSG_02,1
DQ_PD_95th_per_region_100cm_WPSG_03,1
DQ_PD_95th_per_region_100cm_WPSG_04,1
DQ_PD_95th_per_region_100cm_WPSG_05,1
DQ_PD_95th_per_region_100cm_WPSG_06,1
DQ_PD_95th_per_region_100cm_WPSG_07,1
DQ_PD_95th_per_region_100cm_WPSG_08,1
DQ_PD_95th_per_region_100cm_WPSG_09,1
DQ_PD_95th_per_region_100cm_WPSG_10,1
DQ_PD_95th_per_region_100cm_WPSG_11,1
DQ_PD_95th_per_region_100cm_WPSG_12,1
DQ_PD_95th_per_region_100cm_WPSG_13,1
DQ_PD_95th_per_region_100cm_WPSG_14,1
DQ_PD_95th_per_region_100cm_WPSG_15,1
DQ_PD_95th_per_region_100cm_WPSG_16,1
DQ_PD_95th_per_region_100cm_WPSG_17,1
DQ_PD_95th_per_region_100cm_WPSG_18,1
DQ_PD_95th_per_region_100cm_WPSG_19,1
DQ_PD_95th_per_region_100cm_WPSG_20,1
DQ_PD_95th_per_region_100cm_WPSG_21,1
DQ_PD_95th_per_region_100cm_WPSG_22,1
DQ_PD_95th_per_region_100cm_WPSG_23,1
DQ_PD_95th_per_region_100cm_WPSG_24,1
DQ_PD_95th_per_region_100cm_WPSG_25,1
DQ_PD_95th_per_region_100cm_WPSG_26,1
DQ_PD_95th_per_region_100cm_WPSG_27,1
DQ_PD_95th_per_region_100cm_WPSG_28,1
DQ_PD_95th_per_region_100cm_WPSG_29,1
DQ_PD_95th_per_region_100cm_WPSG_30,1
DQ_PD_95th_per_region_100cm_WPSG_31,1
DQ_PD_95th_per_region_100cm_WPSG_32,1
DQ_PD_95th_per_region_100cm_WPSG_33,1
DQ_PD_95th_per_region_100cm_WPSG_34,1
DQ_PD_95th_per_region_100cm_WPSG_35,1
DQ_PD_95th_per_region_100cm_WPSG_36,1
DQ_PD_95th_FOV_100cm_WPSG,1
DQ_FAR_median_per_region_100cm_WPSG_01,0
DQ_FAR_median_per_region_100cm_WPSG_02,0
DQ_FAR_median_per_region_100cm_WPSG_03,0
DQ_FAR_median_per_region_100cm_WPSG_04,0
DQ_FAR_median_per_region_100cm_WPSG_05,0
DQ_FAR_median_per_region_100cm_WPSG_06,0
DQ_FAR_median_per_region_100cm_WPSG_07,0
DQ_FAR_median_per_region_100cm_WPSG_08,0
DQ_FAR_median_per_region_100cm_WPSG_09,0
DQ_FAR_median_per_region_100cm_WPSG_10,0
DQ_FAR_median_per_region_100cm_WPSG_11,0
DQ_FAR_median_per_region_100cm_WPSG_12,0
DQ_FAR_median_per_region_100cm_WPSG_13,0
DQ_FAR_median_per_region_100cm_WPSG_14,0
DQ_FAR_median_per_region_100cm_WPSG_15,0
DQ_FAR_median_per_region_100cm_WPSG_16,0
DQ_FAR_median_per_region_100cm_WPSG_17,0
DQ_FAR_median_per_region_100cm_WPSG_18,0
DQ_FAR_median_per_region_100cm_WPSG_19,0
DQ_FAR_median_per_region_100cm_WPSG_20,0
DQ_FAR_median_per_region_100cm_WPSG_21,0
DQ_FAR_median_per_region_100cm_WPSG_22,0
DQ_FAR_median_per_region_100cm_WPSG_23,0
DQ_FAR_median_per_region_100cm_WPSG_24,0
DQ_FAR_median_per_region_100cm_WPSG_25,0
DQ_FAR_median_per_region_100cm_WPSG_26,0
DQ_FAR_median_per_region_100cm_WPSG_27,0
DQ_FAR_median_per_region_100cm_WPSG_28,0
DQ_FAR_median_per_region_100cm_WPSG_29,0
DQ_FAR_median_per_region_100cm_WPSG_30,0
DQ_FAR_median_per_region_100cm_WPSG_31,0
DQ_FAR_median_per_region_100cm_WPSG_32,0
DQ_FAR_median_per_region_100cm_WPSG_33,0
DQ_FAR_median_per_region_100cm_WPSG_34,0
DQ_FAR_median_per_region_100cm_WPSG_35,0
DQ_FAR_median_per_region_100cm_WPSG_36,0
DQ_FAR_95th_per_region_100cm_WPSG_01,0
DQ_FAR_95th_per_region_100cm_WPSG_02,0
DQ_FAR_95th_per_region_100cm_WPSG_03,0
DQ_FAR_95th_per_region_100cm_WPSG_04,0
DQ_FAR_95th_per_region_100cm_WPSG_05,0
DQ_FAR_95th_per_region_100cm_WPSG_06,0
DQ_FAR_95th_per_region_100cm_WPSG_07,0
DQ_FAR_95th_per_region_100cm_WPSG_08,0
DQ_FAR_95th_per_region_100cm_WPSG_09,0
DQ_FAR_95th_per_region_100cm_WPSG_10,0
DQ_FAR_95th_per_region_100cm_WPSG_11,0
DQ_FAR_95th_per_region_100cm_WPSG_12,0
DQ_FAR_95th_per_region_100cm_WPSG_13,0
DQ_FAR_95th_per_region_100cm_WPSG_14,0
DQ_FAR_95th_per_region_100cm_WPSG_15,0
DQ_FAR_95th_per_region_100cm_WPSG_16,0
DQ_FAR_95th_per_region_100cm_WPSG_17,0
DQ_FAR_95th_per_region_100cm_WPSG_18,0
DQ_FAR_95th_per_region_100cm_WPSG_19,0
DQ_FAR_95th_per_region_100cm_WPSG_20,0
DQ_FAR_95th_per_region_100cm_WPSG_21,0
DQ_FAR_95th_per_region_100cm_WPSG_22,0
DQ_FAR_95th_per_region_100cm_WPSG_23,0
DQ_FAR_95th_per_region_100cm_WPSG_24,0
DQ_FAR_95th_per_region_100cm_WPSG_25,0
DQ_FAR_95th_per_region_100cm_WPSG_26,0
DQ_FAR_95th_per_region_100cm_WPSG_27,0
DQ_FAR_95th_per_region_100cm_WPSG_28,0
DQ_FAR_95th_per_region_100cm_WPSG_29,0
DQ_FAR_95th_per_region_100cm_WPSG_30,0
DQ_FAR_95th_per_region_100cm_WPSG_31,0
DQ_FAR_95th_per_region_100cm_WPSG_32,0
DQ_FAR_95th_per_region_100cm_WPSG_33,0
DQ_FAR_95th_per_region_100cm_WPSG_34,0
DQ_FAR_95th_per_region_100cm_WPSG_35,0
DQ_FAR_95th_per_region_100cm_WPSG_36,0
DQ_FAR_95th_FOV_100cm_WPSG,0
DQ_precision_worst_FOV_100cm_WPSG,1.31556
DQ_precision_worst_FOV_NoCorners_100cm_WPSG,1.31556
DQ_precision_median_per_region_100cm_WPSG_01,0.308346
DQ_precision_median_per_region_100cm_WPSG_02,0.39556
DQ_precision_median_per_region_100cm_WPSG_03,0.304017
DQ_precision_median_per_region_100cm_WPSG_04,0.43106
DQ_precision_median_per_region_100cm_WPSG_05,0.438809
DQ_precision_median_per_region_100cm_WPSG_06,0.349705
DQ_precision_median_per_region_100cm_WPSG_07,0.302284
DQ_precision_median_per_region_100cm_WPSG_08,0.379611
DQ_precision_median_per_region_100cm_WPSG_09,0.310458
DQ_precision_median_per_region_100cm_WPSG_10,0.415054
DQ_precision_median_per_region_100cm_WPSG_11,0.427454
DQ_precision_median_per_region_100cm_WPSG_12,0.385261
DQ_precision_median_per_region_100cm_WPSG_13,0.30093
DQ_precision_median_per_region_100cm_WPSG_14,0.347555
DQ_precision_median_per_region_100cm_WPSG_15,0.287892
DQ_precision_median_per_region_100cm_WPSG_16,0.37707
DQ_precision_median_per_region_100cm_WPSG_17,0.300271
DQ_precision_median_per_region_100cm_WPSG_18,0.293215
DQ_precision_median_per_region_100cm_WPSG_19,0.313193
DQ_precision_median_per_region_100cm_WPSG_20,0.363077
DQ_precision_median_per_region_100cm_WPSG_21,0.321706
DQ_precision_median_per_region_100cm_WPSG_22,0.3488
DQ_precision_median_per_region_100cm_WPSG_23,0.297498
DQ_precision_median_per_region_100cm_WPSG_24,0.377899
DQ_precision_median_per_region_100cm_WPSG_25,0.38464
DQ_precision_median_per_region_100cm_WPSG_26,0.376156
DQ_precision_median_per_region_100cm_WPSG_27,0.397961
DQ_precision_median_per_region_100cm_WPSG_28,0.451552
DQ_precision_median_per_region_100cm_WPSG_29,0.284469
DQ_precision_median_per_region_100cm_WPSG_30,0.369052
DQ_precision_median_per_region_100cm_WPSG_31,0.381365
DQ_precision_median_per_region_100cm_WPSG_32,0.36593
DQ_precision_median_per_region_100cm_WPSG_33,0.355806
DQ_precision_median_per_region_100cm_WPSG_34,0.33897
DQ_precision_median_per_region_100cm_WPSG_35,0.359691
DQ_precision_median_per_region_100cm_WPSG_36,0.35237
DQ_precision_95th_per_region_100cm_WPSG_01,0.591612
DQ_precision_95th_per_region_100cm_WPSG_02,0.931896
DQ_precision_95th_per_region_100cm_WPSG_03,0.58954
DQ_precision_95th_per_region_100cm_WPSG_04,0.805059
DQ_precision_95th_per_region_100cm_WPSG_05,0.682165
DQ_precision_95th_per_region_100cm_WPSG_06,0.592432
DQ_precision_95th_per_region_100cm_WPSG_07,0.465319
DQ_precision_95th_per_region_100cm_WPSG_08,0.690177
DQ_precision_95th_per_region_100cm_WPSG_09,0.744745
DQ_precision_95th_per_region_100cm_WPSG_10,0.75019
DQ_precision_95th_per_region_100cm_WPSG_11,0.599893
DQ_precision_95th_per_region_100cm_WPSG_12,0.711965
DQ_precision_95th_per_region_100cm_WPSG_13,0.503786
DQ_precision_95th_per_region_100cm_WPSG_14,0.728998
DQ_precision_95th_per_region_100cm_WPSG_15,0.554902
DQ_precision_95th_per_region_100cm_WPSG_16,0.657824
DQ_precision_95th_per_region_100cm_WPSG_17,0.442869
DQ_precision_95th_per_region_100cm_WPSG_18,0.478568
DQ_precision_95th_per_region_100cm_WPSG_19,0.523048
DQ_precision_95th_per_region_100cm_WPSG_20,0.635287
DQ_precision_95th_per_region_100cm_WPSG_21,0.70297
DQ_precision_95th_per_region_100cm_WPSG_22,0.620322
DQ_precision_95th_per_region_100cm_WPSG_23,0.688708
DQ_precision_95th_per_region_100cm_WPSG_24,0.47986
DQ_precision_95th_per_region_100cm_WPSG_25,0.611509
DQ_precision_95th_per_region_100cm_WPSG_26,1.11741
DQ_precision_95th_per_region_100cm_WPSG_27,0.552583
DQ_precision_95th_per_region_100cm_WPSG_28,0.794554
DQ_precision_95th_per_region_100cm_WPSG_29,0.771976
DQ_precision_95th_per_region_100cm_WPSG_30,0.591463
DQ_precision_95th_per_region_100cm_WPSG_31,0.504882
DQ_precision_95th_per_region_100cm_WPSG_32,0.652277
DQ_precision_95th_per_region_100cm_WPSG_33,0.757149
DQ_precision_95th_per_region_100cm_WPSG_34,0.725323
DQ_precision_95th_per_region_100cm_WPSG_35,0.783775
DQ_precision_95th_per_region_100cm_WPSG_36,0.614941
DQ_precision_95th_FOV_100cm_WPSG,0.661124
DQ_Rx2chart_tilt_x_deg_100cm_WPSG,0.0640353
DQ_Rx2chart_tilt_y_deg_100cm_WPSG,-0.197008
DQ_RefIntensity_100cm_WPSG_1,0.0444817
DQ_RefIntensity_100cm_WPSG_2,0.0345805
DQ_RefIntensity_100cm_WPSG_3,0.0319347
DQ_RefIntensity_100cm_WPSG_4,0.0236415
DQ_RefIntensity_100cm_WPSG_5,0.0349287
DQ_RefIntensity_100cm_WPSG_6,0.0278921
DQ_RefIntensity_100cm_WPSG_7,0.0290293
DQ_RefIntensity_100cm_WPSG_8,0.0222038
DQ_mean_temp_100cm_WPSG,40.894
DQ_mean_vbd_100cm_WPSG,412.6
DQ_range_temp_100cm_WPSG,0.820312
DQ_range_vbd_100cm_WPSG,12
DQ_CAL_noise_median_per_region_100cm_WPSG_01,0.191295
DQ_CAL_noise_median_per_region_100cm_WPSG_02,0.211379
DQ_CAL_noise_median_per_region_100cm_WPSG_03,0.162398
DQ_CAL_noise_median_per_region_100cm_WPSG_04,0.230464
DQ_CAL_noise_median_per_region_100cm_WPSG_05,0.190651
DQ_CAL_noise_median_per_region_100cm_WPSG_06,0.193736
DQ_CAL_noise_median_per_region_100cm_WPSG_07,0.170942
DQ_CAL_noise_median_per_region_100cm_WPSG_08,0.219541
DQ_CAL_noise_median_per_region_100cm_WPSG_09,0.176949
DQ_CAL_noise_median_per_region_100cm_WPSG_10,0.203514
DQ_CAL_noise_median_per_region_100cm_WPSG_11,0.197994
DQ_CAL_noise_median_per_region_100cm_WPSG_12,0.211308
DQ_CAL_noise_median_per_region_100cm_WPSG_13,0.150036
DQ_CAL_noise_median_per_region_100cm_WPSG_14,0.192021
DQ_CAL_noise_median_per_region_100cm_WPSG_15,0.164841
DQ_CAL_noise_median_per_region_100cm_WPSG_16,0.221981
DQ_CAL_noise_median_per_region_100cm_WPSG_17,0.156087
DQ_CAL_noise_median_per_region_100cm_WPSG_18,0.181053
DQ_CAL_noise_median_per_region_100cm_WPSG_19,0.161131
DQ_CAL_noise_median_per_region_100cm_WPSG_20,0.194133
DQ_CAL_noise_median_per_region_100cm_WPSG_21,0.164768
DQ_CAL_noise_median_per_region_100cm_WPSG_22,0.179054
DQ_CAL_noise_median_per_region_100cm_WPSG_23,0.159843
DQ_CAL_noise_median_per_region_100cm_WPSG_24,0.203357
DQ_CAL_noise_median_per_region_100cm_WPSG_25,0.187325
DQ_CAL_noise_median_per_region_100cm_WPSG_26,0.196322
DQ_CAL_noise_median_per_region_100cm_WPSG_27,0.179894
DQ_CAL_noise_median_per_region_100cm_WPSG_28,0.239959
DQ_CAL_noise_median_per_region_100cm_WPSG_29,0.16861
DQ_CAL_noise_median_per_region_100cm_WPSG_30,0.204547
DQ_CAL_noise_median_per_region_100cm_WPSG_31,0.178889
DQ_CAL_noise_median_per_region_100cm_WPSG_32,0.218597
DQ_CAL_noise_median_per_region_100cm_WPSG_33,0.186989
DQ_CAL_noise_median_per_region_100cm_WPSG_34,0.192001
DQ_CAL_noise_median_per_region_100cm_WPSG_35,0.167543
DQ_CAL_noise_median_per_region_100cm_WPSG_36,0.222222
DQ_CAL_noise_95th_per_region_100cm_WPSG_01,0.242589
DQ_CAL_noise_95th_per_region_100cm_WPSG_02,0.352652
DQ_CAL_noise_95th_per_region_100cm_WPSG_03,0.261408
DQ_CAL_noise_95th_per_region_100cm_WPSG_04,0.306309
DQ_CAL_noise_95th_per_region_100cm_WPSG_05,0.235079
DQ_CAL_noise_95th_per_region_100cm_WPSG_06,0.22378
DQ_CAL_noise_95th_per_region_100cm_WPSG_07,0.226523
DQ_CAL_noise_95th_per_region_100cm_WPSG_08,0.293349
DQ_CAL_noise_95th_per_region_100cm_WPSG_09,0.251935
DQ_CAL_noise_95th_per_region_100cm_WPSG_10,0.273319
DQ_CAL_noise_95th_per_region_100cm_WPSG_11,0.239163
DQ_CAL_noise_95th_per_region_100cm_WPSG_12,0.324801
DQ_CAL_noise_95th_per_region_100cm_WPSG_13,0.198303
DQ_CAL_noise_95th_per_region_100cm_WPSG_14,0.26341
DQ_CAL_noise_95th_per_region_100cm_WPSG_15,0.209648
DQ_CAL_noise_95th_per_region_100cm_WPSG_16,0.290858
DQ_CAL_noise_95th_per_region_100cm_WPSG_17,0.198458
DQ_CAL_noise_95th_per_region_100cm_WPSG_18,0.23617
DQ_CAL_noise_95th_per_region_100cm_WPSG_19,0.212607
DQ_CAL_noise_95th_per_region_100cm_WPSG_20,0.261261
DQ_CAL_noise_95th_per_region_100cm_WPSG_21,0.27572
DQ_CAL_noise_95th_per_region_100cm_WPSG_22,0.263351
DQ_CAL_noise_95th_per_region_100cm_WPSG_23,0.218324
DQ_CAL_noise_95th_per_region_100cm_WPSG_24,0.254358
DQ_CAL_noise_95th_per_region_100cm_WPSG_25,0.247192
DQ_CAL_noise_95th_per_region_100cm_WPSG_26,0.304031
DQ_CAL_noise_95th_per_region_100cm_WPSG_27,0.218618
DQ_CAL_noise_95th_per_region_100cm_WPSG_28,0.313038
DQ_CAL_noise_95th_per_region_100cm_WPSG_29,0.246727
DQ_CAL_noise_95th_per_region_100cm_WPSG_30,0.284982
DQ_CAL_noise_95th_per_region_100cm_WPSG_31,0.233058
DQ_CAL_noise_95th_per_region_100cm_WPSG_32,0.277854
DQ_CAL_noise_95th_per_region_100cm_WPSG_33,0.259501
DQ_CAL_noise_95th_per_region_100cm_WPSG_34,0.252035
DQ_CAL_noise_95th_per_region_100cm_WPSG_35,0.269775
DQ_CAL_noise_95th_per_region_100cm_WPSG_36,0.292213
DQ_CAL_noise_95th_FOV_100cm_WPSG,0.273346
DQ_absDepth_median_per_region_100cm_WPSG_01,2.66774
DQ_absDepth_median_per_region_100cm_WPSG_02,2.0214
DQ_absDepth_median_per_region_100cm_WPSG_03,1.55043
DQ_absDepth_median_per_region_100cm_WPSG_04,1.75101
DQ_absDepth_median_per_region_100cm_WPSG_05,1.16637
DQ_absDepth_median_per_region_100cm_WPSG_06,1.49164
DQ_absDepth_median_per_region_100cm_WPSG_07,1.42269
DQ_absDepth_median_per_region_100cm_WPSG_08,0.807724
DQ_absDepth_median_per_region_100cm_WPSG_09,0.842822
DQ_absDepth_median_per_region_100cm_WPSG_10,1.08304
DQ_absDepth_median_per_region_100cm_WPSG_11,1.10867
DQ_absDepth_median_per_region_100cm_WPSG_12,0.431973
DQ_absDepth_median_per_region_100cm_WPSG_13,0.463501
DQ_absDepth_median_per_region_100cm_WPSG_14,0.276733
DQ_absDepth_median_per_region_100cm_WPSG_15,0.212421
DQ_absDepth_median_per_region_100cm_WPSG_16,-0.381973
DQ_absDepth_median_per_region_100cm_WPSG_17,-0.212158
DQ_absDepth_median_per_region_100cm_WPSG_18,-0.400961
DQ_absDepth_median_per_region_100cm_WPSG_19,-0.37309
DQ_absDepth_median_per_region_100cm_WPSG_20,-0.652454
DQ_absDepth_median_per_region_100cm_WPSG_21,-0.269781
DQ_absDepth_median_per_region_100cm_WPSG_22,-0.562128
DQ_absDepth_median_per_region_100cm_WPSG_23,-0.249036
DQ_absDepth_median_per_region_100cm_WPSG_24,-0.405585
DQ_absDepth_median_per_region_100cm_WPSG_25,-0.679749
DQ_absDepth_median_per_region_100cm_WPSG_26,-0.963956
DQ_absDepth_median_per_region_100cm_WPSG_27,-0.818118
DQ_absDepth_median_per_region_100cm_WPSG_28,-1.49065
DQ_absDepth_median_per_region_100cm_WPSG_29,-1.39258
DQ_absDepth_median_per_region_100cm_WPSG_30,-1.39334
DQ_absDepth_median_per_region_100cm_WPSG_31,-1.28361
DQ_absDepth_median_per_region_100cm_WPSG_32,-1.57491
DQ_absDepth_median_per_region_100cm_WPSG_33,-1.60785
DQ_absDepth_median_per_region_100cm_WPSG_34,-1.40264
DQ_absDepth_median_per_region_100cm_WPSG_35,-1.26664
DQ_absDepth_median_per_region_100cm_WPSG_36,-1.43536
DQ_absDepth_95th_per_region_100cm_WPSG_01,3.75613
DQ_absDepth_95th_per_region_100cm_WPSG_02,2.67312
DQ_absDepth_95th_per_region_100cm_WPSG_03,2.87924
DQ_absDepth_95th_per_region_100cm_WPSG_04,3.63536
DQ_absDepth_95th_per_region_100cm_WPSG_05,3.36595
DQ_absDepth_95th_per_region_100cm_WPSG_06,2.54535
DQ_absDepth_95th_per_region_100cm_WPSG_07,3.22087
DQ_absDepth_95th_per_region_100cm_WPSG_08,2.67941
DQ_absDepth_95th_per_region_100cm_WPSG_09,3.07669
DQ_absDepth_95th_per_region_100cm_WPSG_10,2.50677
DQ_absDepth_95th_per_region_100cm_WPSG_11,2.74577
DQ_absDepth_95th_per_region_100cm_WPSG_12,2.72989
DQ_absDepth_95th_per_region_100cm_WPSG_13,2.3548
DQ_absDepth_95th_per_region_100cm_WPSG_14,2.70513
DQ_absDepth_95th_per_region_100cm_WPSG_15,1.07206
DQ_absDepth_95th_per_region_100cm_WPSG_16,1.29802
DQ_absDepth_95th_per_region_100cm_WPSG_17,2.04955
DQ_absDepth_95th_per_region_100cm_WPSG_18,2.00947
DQ_absDepth_95th_per_region_100cm_WPSG_19,1.65152
DQ_absDepth_95th_per_region_100cm_WPSG_20,2.75846
DQ_absDepth_95th_per_region_100cm_WPSG_21,2.21912
DQ_absDepth_95th_per_region_100cm_WPSG_22,2.34279
DQ_absDepth_95th_per_region_100cm_WPSG_23,1.599
DQ_absDepth_95th_per_region_100cm_WPSG_24,3.10781
DQ_absDepth_95th_per_region_100cm_WPSG_25,2.56705
DQ_absDepth_95th_per_region_100cm_WPSG_26,2.64274
DQ_absDepth_95th_per_region_100cm_WPSG_27,1.57532
DQ_absDepth_95th_per_region_100cm_WPSG_28,2.40774
DQ_absDepth_95th_per_region_100cm_WPSG_29,2.80508
DQ_absDepth_95th_per_region_100cm_WPSG_30,3.10875
DQ_absDepth_95th_per_region_100cm_WPSG_31,2.68329
DQ_absDepth_95th_per_region_100cm_WPSG_32,2.71291
DQ_absDepth_95th_per_region_100cm_WPSG_33,2.7846
DQ_absDepth_95th_per_region_100cm_WPSG_34,2.54815
DQ_absDepth_95th_per_region_100cm_WPSG_35,2.82973
DQ_absDepth_95th_per_region_100cm_WPSG_36,3.17973
DQ_absDepth_95th_FOV_100cm_WPSG,2.7926
DQ_regDepth_worst_FOV_100cm_WPSG,3.12397
DQ_regDepth_worst_FOV_NoCorners_100cm_WPSG,3.12397
DQ_regDepth_median_FOV_100cm_WPSG,-0.155376
DQ_regDepth_median_FOV_ARE_100cm_WPSG,0.0625938
DQ_regDepth_median_per_region_100cm_WPSG_01,0.476304
DQ_regDepth_median_per_region_100cm_WPSG_02,0.131896
DQ_regDepth_median_per_region_100cm_WPSG_03,-0.220134
DQ_regDepth_median_per_region_100cm_WPSG_04,0.0700726
DQ_regDepth_median_per_region_100cm_WPSG_05,-0.185905
DQ_regDepth_median_per_region_100cm_WPSG_06,0.241269
DQ_regDepth_median_per_region_100cm_WPSG_07,-0.0892897
DQ_regDepth_median_per_region_100cm_WPSG_08,-0.21442
DQ_regDepth_median_per_region_100cm_WPSG_09,-0.364471
DQ_regDepth_median_per_region_100cm_WPSG_10,-0.04278
DQ_regDepth_median_per_region_100cm_WPSG_11,-0.23852
DQ_regDepth_median_per_region_100cm_WPSG_12,-0.546577
DQ_regDepth_median_per_region_100cm_WPSG_13,0.209604
DQ_regDepth_median_per_region_100cm_WPSG_14,0.0629691
DQ_regDepth_median_per_region_100cm_WPSG_15,-0.0106283
DQ_regDepth_median_per_region_100cm_WPSG_16,-0.691125
DQ_regDepth_median_per_region_100cm_WPSG_17,-0.66127
DQ_regDepth_median_per_region_100cm_WPSG_18,-0.456221
DQ_regDepth_median_per_region_100cm_WPSG_19,-0.602593
DQ_regDepth_median_per_region_100cm_WPSG_20,-0.759244
DQ_regDepth_median_per_region_100cm_WPSG_21,0.0568629
DQ_regDepth_median_per_region_100cm_WPSG_22,-0.427827
DQ_regDepth_median_per_region_100cm_WPSG_23,-0.0761699
DQ_regDepth_median_per_region_100cm_WPSG_24,-0.134685
DQ_regDepth_median_per_region_100cm_WPSG_25,0.124889
DQ_regDepth_median_per_region_100cm_WPSG_26,0.154139
DQ_regDepth_median_per_region_100cm_WPSG_27,0.0949297
DQ_regDepth_median_per_region_100cm_WPSG_28,-0.20645
DQ_regDepth_median_per_region_100cm_WPSG_29,-0.460121
DQ_regDepth_median_per_region_100cm_WPSG_30,-0.196773
DQ_regDepth_median_per_region_100cm_WPSG_31,-0.0888174
DQ_regDepth_median_per_region_100cm_WPSG_32,-0.106148
DQ_regDepth_median_per_region_100cm_WPSG_33,-0.0363423
DQ_regDepth_median_per_region_100cm_WPSG_34,-0.0653354
DQ_regDepth_median_per_region_100cm_WPSG_35,-0.0429323
DQ_regDepth_median_per_region_100cm_WPSG_36,0.0761341
DQ_regDepth_median_per_bank_100cm_WPSG_1,-0.239113
DQ_regDepth_median_per_bank_100cm_WPSG_2,-0.125766
DQ_regDepth_median_per_bank_100cm_WPSG_3,-0.0436896
DQ_regDepth_median_per_bank_100cm_WPSG_4,-0.102364
DQ_regDepth_median_per_bank_range_100cm_WPSG,0.195424
DQ_regDepth_95th_per_region_100cm_WPSG_01,1.93155
DQ_regDepth_95th_per_region_100cm_WPSG_02,1.38566
DQ_regDepth_95th_per_region_100cm_WPSG_03,1.48065
DQ_regDepth_95th_per_region_100cm_WPSG_04,1.96791
DQ_regDepth_95th_per_region_100cm_WPSG_05,1.65484
DQ_regDepth_95th_per_region_100cm_WPSG_06,1.50488
DQ_regDepth_95th_per_region_100cm_WPSG_07,1.68338
DQ_regDepth_95th_per_region_100cm_WPSG_08,2.35117
DQ_regDepth_95th_per_region_100cm_WPSG_09,1.96747
DQ_regDepth_95th_per_region_100cm_WPSG_10,1.92774
DQ_regDepth_95th_per_region_100cm_WPSG_11,1.59359
DQ_regDepth_95th_per_region_100cm_WPSG_12,1.54916
DQ_regDepth_95th_per_region_100cm_WPSG_13,2.09574
DQ_regDepth_95th_per_region_100cm_WPSG_14,2.0873
DQ_regDepth_95th_per_region_100cm_WPSG_15,1.27649
DQ_regDepth_95th_per_region_100cm_WPSG_16,1.23446
DQ_regDepth_95th_per_region_100cm_WPSG_17,1.89384
DQ_regDepth_95th_per_region_100cm_WPSG_18,1.99418
DQ_regDepth_95th_per_region_100cm_WPSG_19,1.2746
DQ_regDepth_95th_per_region_100cm_WPSG_20,2.50988
DQ_regDepth_95th_per_region_100cm_WPSG_21,1.76712
DQ_regDepth_95th_per_region_100cm_WPSG_22,2.23772
DQ_regDepth_95th_per_region_100cm_WPSG_23,1.33672
DQ_regDepth_95th_per_region_100cm_WPSG_24,2.50904
DQ_regDepth_95th_per_region_100cm_WPSG_25,2.56492
DQ_regDepth_95th_per_region_100cm_WPSG_26,2.71081
DQ_regDepth_95th_per_region_100cm_WPSG_27,1.47709
DQ_regDepth_95th_per_region_100cm_WPSG_28,1.6363
DQ_regDepth_95th_per_region_100cm_WPSG_29,2.19943
DQ_regDepth_95th_per_region_100cm_WPSG_30,2.03213
DQ_regDepth_95th_per_region_100cm_WPSG_31,2.01749
DQ_regDepth_95th_per_region_100cm_WPSG_32,1.51926
DQ_regDepth_95th_per_region_100cm_WPSG_33,2.24393
DQ_regDepth_95th_per_region_100cm_WPSG_34,1.66496
DQ_regDepth_95th_per_region_100cm_WPSG_35,1.94451
DQ_regDepth_95th_per_region_100cm_WPSG_36,1.37504
DQ_regDepth_95th_FOV_100cm_WPSG,1.89196
DQ_relDepth_worst_FOV_100cm_WPSG,3.37412
DQ_relDepth_worst_FOV_NoCorners_100cm_WPSG,3.37412
DQ_relDepth_median_per_region_100cm_WPSG_01,0.858969
DQ_relDepth_median_per_region_100cm_WPSG_02,0.4836
DQ_relDepth_median_per_region_100cm_WPSG_03,0.539099
DQ_relDepth_median_per_region_100cm_WPSG_04,0.661948
DQ_relDepth_median_per_region_100cm_WPSG_05,0.703338
DQ_relDepth_median_per_region_100cm_WPSG_06,0.806619
DQ_relDepth_median_per_region_100cm_WPSG_07,0.682886
DQ_relDepth_median_per_region_100cm_WPSG_08,0.73894
DQ_relDepth_median_per_region_100cm_WPSG_09,0.712465
DQ_relDepth_median_per_region_100cm_WPSG_10,0.508497
DQ_relDepth_median_per_region_100cm_WPSG_11,0.46129
DQ_relDepth_median_per_region_100cm_WPSG_12,0.783618
DQ_relDepth_median_per_region_100cm_WPSG_13,1.00607
DQ_relDepth_median_per_region_100cm_WPSG_14,0.608603
