PhoenixVersion,3.7.2
DQ_regDepth_median_per_region_30cm_NPSRF_09,-0.28761
DQ_regDepth_median_per_region_30cm_NPSRF_10,-0.143468
DQ_regDepth_median_per_region_30cm_NPSRF_11,-0.429355
DQ_regDepth_median_per_region_30cm_NPSRF_12,-0.229646
DQ_regDepth_median_per_region_30cm_NPSRF_13,-0.195195
DQ_regDepth_median_per_region_30cm_NPSRF_14,-0.208648
DQ_regDepth_median_per_region_30cm_NPSRF_15,-0.973804
DQ_regDepth_median_per_region_30cm_NPSRF_16,-0.316428
DQ_regDepth_median_per_region_30cm_NPSRF_17,-1.02681
DQ_regDepth_median_per_region_30cm_NPSRF_18,-0.935617
DQ_regDepth_median_per_region_30cm_NPSRF_19,-0.723608
DQ_regDepth_median_per_region_30cm_NPSRF_20,-0.772801
DQ_regDepth_median_per_region_30cm_NPSRF_21,0.0485878
DQ_regDepth_median_per_region_30cm_NPSRF_22,-0.20544
DQ_regDepth_median_per_region_30cm_NPSRF_23,-0.421851
DQ_regDepth_median_per_region_30cm_NPSRF_24,-0.446063
DQ_regDepth_median_per_region_30cm_NPSRF_25,-0.277124
DQ_regDepth_median_per_region_30cm_NPSRF_26,-0.0318297
DQ_regDepth_median_per_region_30cm_NPSRF_27,0.002584
DQ_regDepth_median_per_region_30cm_NPSRF_28,-0.407206
DQ_regDepth_median_per_region_30cm_NPSRF_29,0.116481
DQ_regDepth_median_per_region_30cm_NPSRF_30,-0.45545
DQ_regDepth_median_per_region_30cm_NPSRF_31,-0.343472
DQ_regDepth_median_per_region_30cm_NPSRF_32,-0.302593
DQ_regDepth_median_per_region_30cm_NPSRF_33,-0.272031
DQ_regDepth_median_per_region_30cm_NPSRF_34,-0.133799
DQ_regDepth_median_per_region_30cm_NPSRF_35,-0.536264
DQ_regDepth_median_per_region_30cm_NPSRF_36,-0.384034
DQ_regDepth_median_per_bank_30cm_NPSRF_1,-0.398422
DQ_regDepth_median_per_bank_30cm_NPSRF_2,-0.518524
DQ_regDepth_median_per_bank_30cm_NPSRF_3,-0.206051
DQ_regDepth_median_per_bank_30cm_NPSRF_4,-0.150877
DQ_regDepth_median_per_bank_range_30cm_NPSRF,0.367647
DQ_regDepth_95th_per_region_30cm_NPSRF_01,1.05345
DQ_regDepth_95th_per_region_30cm_NPSRF_02,2.0995
DQ_regDepth_95th_per_region_30cm_NPSRF_03,1.37314
DQ_regDepth_95th_per_region_30cm_NPSRF_04,0.83109
DQ_regDepth_95th_per_region_30cm_NPSRF_05,1.12711
DQ_regDepth_95th_per_region_30cm_NPSRF_06,1.50636
DQ_regDepth_95th_per_region_30cm_NPSRF_07,1.62182
DQ_regDepth_95th_per_region_30cm_NPSRF_08,1.92606
DQ_regDepth_95th_per_region_30cm_NPSRF_09,1.27052
DQ_regDepth_95th_per_region_30cm_NPSRF_10,1.91331
DQ_regDepth_95th_per_region_30cm_NPSRF_11,1.15472
DQ_regDepth_95th_per_region_30cm_NPSRF_12,1.32276
DQ_regDepth_95th_per_region_30cm_NPSRF_13,1.25089
DQ_regDepth_95th_per_region_30cm_NPSRF_14,1.42466
DQ_regDepth_95th_per_region_30cm_NPSRF_15,1.67648
DQ_regDepth_95th_per_region_30cm_NPSRF_16,1.49016
DQ_regDepth_95th_per_region_30cm_NPSRF_17,2.61629
DQ_regDepth_95th_per_region_30cm_NPSRF_18,2.32632
DQ_regDepth_95th_per_region_30cm_NPSRF_19,2.00493
DQ_regDepth_95th_per_region_30cm_NPSRF_20,2.60669
DQ_regDepth_95th_per_region_30cm_NPSRF_21,1.24881
DQ_regDepth_95th_per_region_30cm_NPSRF_22,1.33278
DQ_regDepth_95th_per_region_30cm_NPSRF_23,1.73954
DQ_regDepth_95th_per_region_30cm_NPSRF_24,1.81608
DQ_regDepth_95th_per_region_30cm_NPSRF_25,1.66058
DQ_regDepth_95th_per_region_30cm_NPSRF_26,2.36484
DQ_regDepth_95th_per_region_30cm_NPSRF_27,1.11863
DQ_regDepth_95th_per_region_30cm_NPSRF_28,1.10359
DQ_regDepth_95th_per_region_30cm_NPSRF_29,1.23561
DQ_regDepth_95th_per_region_30cm_NPSRF_30,1.90745
DQ_regDepth_95th_per_region_30cm_NPSRF_31,2.49899
DQ_regDepth_95th_per_region_30cm_NPSRF_32,1.08303
DQ_regDepth_95th_per_region_30cm_NPSRF_33,1.82824
DQ_regDepth_95th_per_region_30cm_NPSRF_34,1.8476
DQ_regDepth_95th_per_region_30cm_NPSRF_35,1.25665
DQ_regDepth_95th_per_region_30cm_NPSRF_36,1.50936
DQ_regDepth_95th_FOV_30cm_NPSRF,1.64407
DQ_relDepth_worst_FOV_30cm_NPSRF,2.529
DQ_relDepth_worst_FOV_NoCorners_30cm_NPSRF,2.529
DQ_relDepth_median_per_region_30cm_NPSRF_01,0.491446
DQ_relDepth_median_per_region_30cm_NPSRF_02,0.68163
DQ_relDepth_median_per_region_30cm_NPSRF_03,0.466211
DQ_relDepth_median_per_region_30cm_NPSRF_04,0.341607
DQ_relDepth_median_per_region_30cm_NPSRF_05,0.475647
DQ_relDepth_median_per_region_30cm_NPSRF_06,0.722229
DQ_relDepth_median_per_region_30cm_NPSRF_07,0.682122
DQ_relDepth_median_per_region_30cm_NPSRF_08,0.747682
DQ_relDepth_median_per_region_30cm_NPSRF_09,0.660924
DQ_relDepth_median_per_region_30cm_NPSRF_10,0.471343
DQ_relDepth_median_per_region_30cm_NPSRF_11,0.51932
DQ_relDepth_median_per_region_30cm_NPSRF_12,0.61453
DQ_relDepth_median_per_region_30cm_NPSRF_13,0.391318
DQ_relDepth_median_per_region_30cm_NPSRF_14,0.684882
DQ_relDepth_median_per_region_30cm_NPSRF_15,0.471715
DQ_relDepth_median_per_region_30cm_NPSRF_16,0.397575
DQ_relDepth_median_per_region_30cm_NPSRF_17,0.777732
DQ_relDepth_median_per_region_30cm_NPSRF_18,0.586172
DQ_relDepth_median_per_region_30cm_NPSRF_19,0.281362
DQ_relDepth_median_per_region_30cm_NPSRF_20,0.545466
DQ_relDepth_median_per_region_30cm_NPSRF_21,0.63779
DQ_relDepth_median_per_region_30cm_NPSRF_22,0.381664
DQ_relDepth_median_per_region_30cm_NPSRF_23,0.61006
DQ_relDepth_median_per_region_30cm_NPSRF_24,0.410329
DQ_relDepth_median_per_region_30cm_NPSRF_25,0.77725
DQ_relDepth_median_per_region_30cm_NPSRF_26,0.74307
DQ_relDepth_median_per_region_30cm_NPSRF_27,0.590724
DQ_relDepth_median_per_region_30cm_NPSRF_28,0.466779
DQ_relDepth_median_per_region_30cm_NPSRF_29,0.744268
DQ_relDepth_median_per_region_30cm_NPSRF_30,0.723212
DQ_relDepth_median_per_region_30cm_NPSRF_31,0.407242
DQ_relDepth_median_per_region_30cm_NPSRF_32,0.512668
DQ_relDepth_median_per_region_30cm_NPSRF_33,0.820835
DQ_relDepth_median_per_region_30cm_NPSRF_34,0.526701
DQ_relDepth_median_per_region_30cm_NPSRF_35,0.430584
DQ_relDepth_median_per_region_30cm_NPSRF_36,0.666484
DQ_relDepth_95th_per_region_30cm_NPSRF_01,1.45843
DQ_relDepth_95th_per_region_30cm_NPSRF_02,1.8479
DQ_relDepth_95th_per_region_30cm_NPSRF_03,1.52241
DQ_relDepth_95th_per_region_30cm_NPSRF_04,1.22924
DQ_relDepth_95th_per_region_30cm_NPSRF_05,1.18406
DQ_relDepth_95th_per_region_30cm_NPSRF_06,1.48062
DQ_relDepth_95th_per_region_30cm_NPSRF_07,1.4957
DQ_relDepth_95th_per_region_30cm_NPSRF_08,1.5887
DQ_relDepth_95th_per_region_30cm_NPSRF_09,1.32597
DQ_relDepth_95th_per_region_30cm_NPSRF_10,1.88633
DQ_relDepth_95th_per_region_30cm_NPSRF_11,0.935409
DQ_relDepth_95th_per_region_30cm_NPSRF_12,1.6129
DQ_relDepth_95th_per_region_30cm_NPSRF_13,1.48197
DQ_relDepth_95th_per_region_30cm_NPSRF_14,1.3632
DQ_relDepth_95th_per_region_30cm_NPSRF_15,1.14931
DQ_relDepth_95th_per_region_30cm_NPSRF_16,1.52609
DQ_relDepth_95th_per_region_30cm_NPSRF_17,2.12753
DQ_relDepth_95th_per_region_30cm_NPSRF_18,1.8775
DQ_relDepth_95th_per_region_30cm_NPSRF_19,1.53004
DQ_relDepth_95th_per_region_30cm_NPSRF_20,2.16508
DQ_relDepth_95th_per_region_30cm_NPSRF_21,1.06246
DQ_relDepth_95th_per_region_30cm_NPSRF_22,1.22181
DQ_relDepth_95th_per_region_30cm_NPSRF_23,1.35372
DQ_relDepth_95th_per_region_30cm_NPSRF_24,1.53819
DQ_relDepth_95th_per_region_30cm_NPSRF_25,1.83969
DQ_relDepth_95th_per_region_30cm_NPSRF_26,2.09234
DQ_relDepth_95th_per_region_30cm_NPSRF_27,1.50362
DQ_relDepth_95th_per_region_30cm_NPSRF_28,1.51689
DQ_relDepth_95th_per_region_30cm_NPSRF_29,1.45575
DQ_relDepth_95th_per_region_30cm_NPSRF_30,1.53384
DQ_relDepth_95th_per_region_30cm_NPSRF_31,2.03171
DQ_relDepth_95th_per_region_30cm_NPSRF_32,1.44162
DQ_relDepth_95th_per_region_30cm_NPSRF_33,1.90575
DQ_relDepth_95th_per_region_30cm_NPSRF_34,1.60564
DQ_relDepth_95th_per_region_30cm_NPSRF_35,1.49496
DQ_relDepth_95th_per_region_30cm_NPSRF_36,1.37969
DQ_relDepth_95th_FOV_30cm_NPSRF,1.56291
DQ_normal_angle_delta_deg,0.0232895
DepthQualityTester_error_id,
DepthQualityTester_error_msg,
DQ_CAL_noise_95th_FOV_refPixel1_100cm_WPSG,0.221561
DQ_absDepth_95th_FOV_refPixel1_100cm_WPSG,3.04783
DQ_regDepth_worst_FOV_refPixel1_100cm_WPSG,3.90815
DQ_regDepth_worst_FOV_NoCorners_refPixel1_100cm_WPSG,3.90815
DQ_regDepth_median_FOV_refPixel1_100cm_WPSG,0.354653
DQ_regDepth_median_FOV_ARE_refPixel1_100cm_WPSG,0.0651976
DQ_regDepth_95th_FOV_refPixel1_100cm_WPSG,2.03277
DQ_relDepth_worst_FOV_refPixel1_100cm_WPSG,3.69743
DQ_relDepth_worst_FOV_NoCorners_refPixel1_100cm_WPSG,3.69743
DQ_relDepth_95th_FOV_refPixel1_100cm_WPSG,1.92136
DQ_CAL_noise_95th_FOV_refPixel1_30cm_NPSRF,0.147955
DQ_absDepth_95th_FOV_refPixel1_30cm_NPSRF,1.87578
DQ_regDepth_worst_FOV_refPixel1_30cm_NPSRF,2.71338
DQ_regDepth_worst_FOV_NoCorners_refPixel1_30cm_NPSRF,2.71338
DQ_regDepth_median_FOV_refPixel1_30cm_NPSRF,0.309629
DQ_regDepth_median_FOV_ARE_refPixel1_30cm_NPSRF,0.201538
DQ_regDepth_95th_FOV_refPixel1_30cm_NPSRF,1.69724
DQ_relDepth_worst_FOV_refPixel1_30cm_NPSRF,3.07998
DQ_relDepth_worst_FOV_NoCorners_refPixel1_30cm_NPSRF,3.07998
DQ_relDepth_95th_FOV_refPixel1_30cm_NPSRF,1.65089
DepthQualityTester-RSPX1_error_id,
DepthQualityTester-RSPX1_error_msg,
SQ_p_normal_4x4_median_per_region_100cm_01,0.410399
SQ_p_normal_4x4_median_per_region_100cm_02,0.404103
SQ_p_normal_4x4_median_per_region_100cm_03,0.43376
SQ_p_normal_4x4_median_per_region_100cm_04,0.403053
SQ_p_normal_4x4_median_per_region_100cm_05,0.400688
SQ_p_normal_4x4_median_per_region_100cm_06,0.4423
SQ_p_normal_4x4_median_per_region_100cm_07,0.4445
SQ_p_normal_4x4_median_per_region_100cm_08,0.403446
SQ_p_normal_4x4_median_per_region_100cm_09,0.399358
SQ_p_normal_4x4_median_per_region_100cm_10,0.400975
SQ_p_normal_4x4_median_per_region_100cm_11,0.376671
SQ_p_normal_4x4_median_per_region_100cm_12,0.407859
SQ_p_normal_4x4_median_per_region_100cm_13,0.496718
SQ_p_normal_4x4_median_per_region_100cm_14,0.444937
SQ_p_normal_4x4_median_per_region_100cm_15,0.487055
SQ_p_normal_4x4_median_per_region_100cm_16,0.461356
SQ_p_normal_4x4_median_per_region_100cm_17,0.621258
SQ_p_normal_4x4_median_per_region_100cm_18,0.621685
SQ_p_normal_4x4_median_per_region_100cm_19,0.639029
SQ_p_normal_4x4_median_per_region_100cm_20,0.609459
SQ_p_normal_4x4_median_per_region_100cm_21,0.464183
SQ_p_normal_4x4_median_per_region_100cm_22,0.422016
SQ_p_normal_4x4_median_per_region_100cm_23,0.453482
SQ_p_normal_4x4_median_per_region_100cm_24,0.445199
SQ_p_normal_4x4_median_per_region_100cm_25,0.416686
SQ_p_normal_4x4_median_per_region_100cm_26,0.426606
SQ_p_normal_4x4_median_per_region_100cm_27,0.43872
SQ_p_normal_4x4_median_per_region_100cm_28,0.450177
SQ_p_normal_4x4_median_per_region_100cm_29,0.473978
SQ_p_normal_4x4_median_per_region_100cm_30,0.455847
SQ_p_normal_4x4_median_per_region_100cm_31,0.461682
SQ_p_normal_4x4_median_per_region_100cm_32,0.406015
SQ_p_normal_4x4_median_per_region_100cm_33,0.419551
SQ_p_normal_4x4_median_per_region_100cm_34,0.442929
SQ_p_normal_4x4_median_per_region_100cm_35,0.406126
SQ_p_normal_4x4_median_per_region_100cm_36,0.436333
SQ_p_normal_4x4_95th_per_region_100cm_01,0.320477
SQ_p_normal_4x4_95th_per_region_100cm_02,0.319884
SQ_p_normal_4x4_95th_per_region_100cm_03,0.322012
SQ_p_normal_4x4_95th_per_region_100cm_04,0.315698
SQ_p_normal_4x4_95th_per_region_100cm_05,0.335858
SQ_p_normal_4x4_95th_per_region_100cm_06,0.340105
SQ_p_normal_4x4_95th_per_region_100cm_07,0.344284
SQ_p_normal_4x4_95th_per_region_100cm_08,0.302325
SQ_p_normal_4x4_95th_per_region_100cm_09,0.311222
SQ_p_normal_4x4_95th_per_region_100cm_10,0.281572
SQ_p_normal_4x4_95th_per_region_100cm_11,0.275632
SQ_p_normal_4x4_95th_per_region_100cm_12,0.289886
SQ_p_normal_4x4_95th_per_region_100cm_13,0.391157
SQ_p_normal_4x4_95th_per_region_100cm_14,0.37812
SQ_p_normal_4x4_95th_per_region_100cm_15,0.391028
SQ_p_normal_4x4_95th_per_region_100cm_16,0.385594
SQ_p_normal_4x4_95th_per_region_100cm_17,0.542478
SQ_p_normal_4x4_95th_per_region_100cm_18,0.562877
SQ_p_normal_4x4_95th_per_region_100cm_19,0.547375
SQ_p_normal_4x4_95th_per_region_100cm_20,0.518405
SQ_p_normal_4x4_95th_per_region_100cm_21,0.362446
SQ_p_normal_4x4_95th_per_region_100cm_22,0.352332
SQ_p_normal_4x4_95th_per_region_100cm_23,0.351181
SQ_p_normal_4x4_95th_per_region_100cm_24,0.359211
SQ_p_normal_4x4_95th_per_region_100cm_25,0.339039
SQ_p_normal_4x4_95th_per_region_100cm_26,0.31695
SQ_p_normal_4x4_95th_per_region_100cm_27,0.356534
SQ_p_normal_4x4_95th_per_region_100cm_28,0.318124
SQ_p_normal_4x4_95th_per_region_100cm_29,0.349282
SQ_p_normal_4x4_95th_per_region_100cm_30,0.349086
SQ_p_normal_4x4_95th_per_region_100cm_31,0.330397
SQ_p_normal_4x4_95th_per_region_100cm_32,0.30235
SQ_p_normal_4x4_95th_per_region_100cm_33,0.328699
SQ_p_normal_4x4_95th_per_region_100cm_34,0.316355
SQ_p_normal_4x4_95th_per_region_100cm_35,0.315873
SQ_p_normal_4x4_95th_per_region_100cm_36,0.319904
SQ_p_normal_4x4_95th_FOV_100cm,0.322675
SQ_contrast_median_per_region_100cm_01,0.804851
SQ_contrast_median_per_region_100cm_02,0.80559
SQ_contrast_median_per_region_100cm_03,0.810334
SQ_contrast_median_per_region_100cm_04,0.807417
SQ_contrast_median_per_region_100cm_05,0.813415
SQ_contrast_median_per_region_100cm_06,0.809736
SQ_contrast_median_per_region_100cm_07,0.812299
SQ_contrast_median_per_region_100cm_08,0.815893
SQ_contrast_median_per_region_100cm_09,0.804623
SQ_contrast_median_per_region_100cm_10,0.806476
SQ_contrast_median_per_region_100cm_11,0.806738
SQ_contrast_median_per_region_100cm_12,0.804852
SQ_contrast_median_per_region_100cm_13,0.819089
SQ_contrast_median_per_region_100cm_14,0.831337
SQ_contrast_median_per_region_100cm_15,0.836015
SQ_contrast_median_per_region_100cm_16,0.831167
SQ_contrast_median_per_region_100cm_17,0.83883
SQ_contrast_median_per_region_100cm_18,0.834883
SQ_contrast_median_per_region_100cm_19,0.835743
SQ_contrast_median_per_region_100cm_20,0.835569
SQ_contrast_median_per_region_100cm_21,0.822391
SQ_contrast_median_per_region_100cm_22,0.827913
SQ_contrast_median_per_region_100cm_23,0.824625
SQ_contrast_median_per_region_100cm_24,0.824729
SQ_contrast_median_per_region_100cm_25,0.813597
SQ_contrast_median_per_region_100cm_26,0.803265
SQ_contrast_median_per_region_100cm_27,0.803718
SQ_contrast_median_per_region_100cm_28,0.810552
SQ_contrast_median_per_region_100cm_29,0.812612
SQ_contrast_median_per_region_100cm_30,0.825123
SQ_contrast_median_per_region_100cm_31,0.825329
SQ_contrast_median_per_region_100cm_32,0.811652
SQ_contrast_median_per_region_100cm_33,0.817403
SQ_contrast_median_per_region_100cm_34,0.809165
SQ_contrast_median_per_region_100cm_35,0.809861
SQ_contrast_median_per_region_100cm_36,0.798054
SQ_contrast_95th_per_region_100cm_01,0.770394
SQ_contrast_95th_per_region_100cm_02,0.772712
SQ_contrast_95th_per_region_100cm_03,0.743808
SQ_contrast_95th_per_region_100cm_04,0.774137
SQ_contrast_95th_per_region_100cm_05,0.778671
SQ_contrast_95th_per_region_100cm_06,0.781553
SQ_contrast_95th_per_region_100cm_07,0.78107
SQ_contrast_95th_per_region_100cm_08,0.80157
SQ_contrast_95th_per_region_100cm_09,0.768758
SQ_contrast_95th_per_region_100cm_10,0.769372
SQ_contrast_95th_per_region_100cm_11,0.781135
SQ_contrast_95th_per_region_100cm_12,0.772778
SQ_contrast_95th_per_region_100cm_13,0.802418
SQ_contrast_95th_per_region_100cm_14,0.801016
SQ_contrast_95th_per_region_100cm_15,0.802855
SQ_contrast_95th_per_region_100cm_16,0.811811
SQ_contrast_95th_per_region_100cm_17,0.806145
SQ_contrast_95th_per_region_100cm_18,0.80555
SQ_contrast_95th_per_region_100cm_19,0.812645
SQ_contrast_95th_per_region_100cm_20,0.812277
SQ_contrast_95th_per_region_100cm_21,0.789397
SQ_contrast_95th_per_region_100cm_22,0.808056
SQ_contrast_95th_per_region_100cm_23,0.800757
SQ_contrast_95th_per_region_100cm_24,0.795412
SQ_contrast_95th_per_region_100cm_25,0.775751
SQ_contrast_95th_per_region_100cm_26,0.769437
SQ_contrast_95th_per_region_100cm_27,0.750525
SQ_contrast_95th_per_region_100cm_28,0.763995
SQ_contrast_95th_per_region_100cm_29,0.799356
SQ_contrast_95th_per_region_100cm_30,0.786823
SQ_contrast_95th_per_region_100cm_31,0.789569
SQ_contrast_95th_per_region_100cm_32,0.792758
SQ_contrast_95th_per_region_100cm_33,0.791577
SQ_contrast_95th_per_region_100cm_34,0.793378
SQ_contrast_95th_per_region_100cm_35,0.797878
SQ_contrast_95th_per_region_100cm_36,0.768048
SQ_contrast_95th_FOV_100cm,0.779924
SQ_countsPerSpotMult_median_per_region_100cm_01,0.329154
SQ_countsPerSpotMult_median_per_region_100cm_02,0.336999
SQ_countsPerSpotMult_median_per_region_100cm_03,0.339272
SQ_countsPerSpotMult_median_per_region_100cm_04,0.324245
SQ_countsPerSpotMult_median_per_region_100cm_05,0.329658
SQ_countsPerSpotMult_median_per_region_100cm_06,0.362476
SQ_countsPerSpotMult_median_per_region_100cm_07,0.364697
SQ_countsPerSpotMult_median_per_region_100cm_08,0.335082
SQ_countsPerSpotMult_median_per_region_100cm_09,0.328073
SQ_countsPerSpotMult_median_per_region_100cm_10,0.328528
SQ_countsPerSpotMult_median_per_region_100cm_11,0.310258
SQ_countsPerSpotMult_median_per_region_100cm_12,0.328123
SQ_countsPerSpotMult_median_per_region_100cm_13,0.403439
SQ_countsPerSpotMult_median_per_region_100cm_14,0.364426
SQ_countsPerSpotMult_median_per_region_100cm_15,0.406985
SQ_countsPerSpotMult_median_per_region_100cm_16,0.377559
SQ_countsPerSpotMult_median_per_region_100cm_17,0.514178
SQ_countsPerSpotMult_median_per_region_100cm_18,0.523181
SQ_countsPerSpotMult_median_per_region_100cm_19,0.530588
SQ_countsPerSpotMult_median_per_region_100cm_20,0.511726
SQ_countsPerSpotMult_median_per_region_100cm_21,0.381669
SQ_countsPerSpotMult_median_per_region_100cm_22,0.351118
SQ_countsPerSpotMult_median_per_region_100cm_23,0.370066
SQ_countsPerSpotMult_median_per_region_100cm_24,0.372297
SQ_countsPerSpotMult_median_per_region_100cm_25,0.342333
SQ_countsPerSpotMult_median_per_region_100cm_26,0.349597
SQ_countsPerSpotMult_median_per_region_100cm_27,0.356534
SQ_countsPerSpotMult_median_per_region_100cm_28,0.358047
SQ_countsPerSpotMult_median_per_region_100cm_29,0.387373
SQ_countsPerSpotMult_median_per_region_100cm_30,0.378154
SQ_countsPerSpotMult_median_per_region_100cm_31,0.378001
SQ_countsPerSpotMult_median_per_region_100cm_32,0.325622
SQ_countsPerSpotMult_median_per_region_100cm_33,0.349269
SQ_countsPerSpotMult_median_per_region_100cm_34,0.358404
SQ_countsPerSpotMult_median_per_region_100cm_35,0.334611
SQ_countsPerSpotMult_median_per_region_100cm_36,0.354468
SQ_countsPerSpotMult_95th_per_region_100cm_01,0.253725
SQ_countsPerSpotMult_95th_per_region_100cm_02,0.252812
SQ_countsPerSpotMult_95th_per_region_100cm_03,0.260939
SQ_countsPerSpotMult_95th_per_region_100cm_04,0.251466
SQ_countsPerSpotMult_95th_per_region_100cm_05,0.273444
SQ_countsPerSpotMult_95th_per_region_100cm_06,0.267028
SQ_countsPerSpotMult_95th_per_region_100cm_07,0.275491
SQ_countsPerSpotMult_95th_per_region_100cm_08,0.244912
SQ_countsPerSpotMult_95th_per_region_100cm_09,0.248014
SQ_countsPerSpotMult_95th_per_region_100cm_10,0.223299
SQ_countsPerSpotMult_95th_per_region_100cm_11,0.221879
SQ_countsPerSpotMult_95th_per_region_100cm_12,0.235467
SQ_countsPerSpotMult_95th_per_region_100cm_13,0.32634
SQ_countsPerSpotMult_95th_per_region_100cm_14,0.307539
SQ_countsPerSpotMult_95th_per_region_100cm_15,0.321564
SQ_countsPerSpotMult_95th_per_region_100cm_16,0.315825
SQ_countsPerSpotMult_95th_per_region_100cm_17,0.462706
SQ_countsPerSpotMult_95th_per_region_100cm_18,0.463557
SQ_countsPerSpotMult_95th_per_region_100cm_19,0.457585
SQ_countsPerSpotMult_95th_per_region_100cm_20,0.43044
SQ_countsPerSpotMult_95th_per_region_100cm_21,0.300547
SQ_countsPerSpotMult_95th_per_region_100cm_22,0.291794
SQ_countsPerSpotMult_95th_per_region_100cm_23,0.29066
SQ_countsPerSpotMult_95th_per_region_100cm_24,0.295988
SQ_countsPerSpotMult_95th_per_region_100cm_25,0.286166
SQ_countsPerSpotMult_95th_per_region_100cm_26,0.255746
SQ_countsPerSpotMult_95th_per_region_100cm_27,0.286161
SQ_countsPerSpotMult_95th_per_region_100cm_28,0.2589
SQ_countsPerSpotMult_95th_per_region_100cm_29,0.280201
SQ_countsPerSpotMult_95th_per_region_100cm_30,0.275929
SQ_countsPerSpotMult_95th_per_region_100cm_31,0.27125
SQ_countsPerSpotMult_95th_per_region_100cm_32,0.243897
SQ_countsPerSpotMult_95th_per_region_100cm_33,0.26893
SQ_countsPerSpotMult_95th_per_region_100cm_34,0.252876
SQ_countsPerSpotMult_95th_per_region_100cm_35,0.25575
SQ_countsPerSpotMult_95th_per_region_100cm_36,0.257861
SQ_countsPerSpotMult_95th_FOV_100cm,0.257331
SQ_contrast_weighted_corners_over_center_100cm,0.750949
SQ_contrast_weighted_center_over_corners_100cm,0.8089
SQ_contrast_mean_medians_of_corners_100cm,0.807281
SQ_contrast_worst_medians_of_corners_100cm,0.798054
SQ_contrast_mean_medians_of_center_100cm,0.836257
SQ_contrast_std_of_all_spots_100cm,0.02246
SQ_contrast_weighted_std_100cm,0.757464
SQ_contrast_mean_radius_50_100cm,0.831946
SQ_contrast_mean_radius_50to80_100cm,0.811494
SQ_contrast_mean_radius_80to100_100cm,0.793966
SQ_contrast_weighted_outer_over_inner_100cm,0.741945
SQ_eccentricity_per_sector_100cm_01,0.308029
SQ_eccentricity_per_sector_100cm_02,0.371918
SQ_eccentricity_per_sector_100cm_03,0.256687
SQ_eccentricity_per_sector_100cm_04,0.227548
SQ_eccentricity_per_sector_100cm_05,0.264507
SQ_eccentricity_per_sector_100cm_06,0.488886
SQ_eccentricity_per_sector_100cm_07,0.372813
SQ_eccentricity_per_sector_100cm_08,0.3727
SQ_eccentricity_per_sector_100cm_09,0.377851
SQ_eccentricity_per_sector_100cm_10,0.329473
SQ_eccentricity_per_sector_100cm_11,0.369352
SQ_eccentricity_per_sector_100cm_12,0.394996
SQ_eccentricity_per_sector_100cm_13,0.406793
SQ_eccentricity_per_sector_100cm_14,0.377851
SQ_eccentricity_per_sector_100cm_15,0.338186
SQ_eccentricity_per_sector_100cm_16,0.27459
SQ_eccentricity_per_sector_100cm_17,0.33607
SQ_eccentricity_per_sector_100cm_18,0.375911
SQ_eccentricity_per_sector_100cm_19,0.320909
SQ_eccentricity_per_sector_100cm_20,0.341846
SQ_eccentricity_per_sector_100cm_21,0.41843
SQ_eccentricity_per_sector_100cm_22,0.123271
SQ_eccentricity_per_sector_100cm_23,0.31042
SQ_eccentricity_per_sector_100cm_24,0.402248
SQ_eccentricity_per_sector_100cm_25,0.324385
SQ_radial_component_per_sector_100cm_01,0.0240699
SQ_radial_component_per_sector_100cm_02,0.2843
SQ_radial_component_per_sector_100cm_03,0.956458
SQ_radial_component_per_sector_100cm_04,0.879276
SQ_radial_component_per_sector_100cm_05,0.990348
SQ_radial_component_per_sector_100cm_06,0.396447
SQ_radial_component_per_sector_100cm_07,0.0790426
SQ_radial_component_per_sector_100cm_08,0.826637
SQ_radial_component_per_sector_100cm_09,0.988061
SQ_radial_component_per_sector_100cm_10,0.987143
SQ_radial_component_per_sector_100cm_11,0.647009
SQ_radial_component_per_sector_100cm_12,0.826466
SQ_radial_component_per_sector_100cm_13,0.631012
SQ_radial_component_per_sector_100cm_14,0.806809
SQ_radial_component_per_sector_100cm_15,0.939377
SQ_radial_component_per_sector_100cm_16,0.828913
SQ_radial_component_per_sector_100cm_17,1
SQ_radial_component_per_sector_100cm_18,0.826014
SQ_radial_component_per_sector_100cm_19,0.058321
SQ_radial_component_per_sector_100cm_20,0.470692
SQ_radial_component_per_sector_100cm_21,0.518716
SQ_radial_component_per_sector_100cm_22,0.238066
SQ_radial_component_per_sector_100cm_23,0.984132
SQ_radial_component_per_sector_100cm_24,0.0304966
SQ_radial_component_per_sector_100cm_25,0.944677
SQ_lowestEmitters_val_100cm_1,0.896903
SQ_lowestEmitters_val_100cm_2,0.930782
SQ_lowestEmitters_val_100cm_3,0.931002
SQ_lowestEmitters_val_100cm_4,0.932439
SQ_lowestEmitters_id_100cm_1,53
SQ_lowestEmitters_id_100cm_2,16
SQ_lowestEmitters_id_100cm_3,24
SQ_lowestEmitters_id_100cm_4,48
SQ_highestEmitters_val_100cm_1,1.10489
SQ_highestEmitters_val_100cm_2,1.08168
SQ_highestEmitters_val_100cm_3,1.08135
SQ_highestEmitters_val_100cm_4,1.07213
SQ_highestEmitters_id_100cm_1,34
SQ_highestEmitters_id_100cm_2,62
SQ_highestEmitters_id_100cm_3,19
SQ_highestEmitters_id_100cm_4,58
SQ_N_dead_emitters_100cm,0
SQ_N_weak_emitters_100cm,0
